(7, 3),162.672996477
(200, 2),154.559685459
(303, 2),178.885936147
(201, 3),145.133296097
(43, 3),151.001896321
(130, 1),156.989154898
(154, 2),157.782263153
(252, 2),145.442053942
(292, 3),145.47830382
(253, 3),147.733928944
(95, 3),193.116609867
(182, 1),155.501912284
(206, 2),148.055202667
(293, 2),152.39813657
(218, 1),171.24563378
(242, 2),145.747505944
(84, 2),145.303934298
(195, 1),139.112228332
(282, 3),181.149268915
(14, 1),137.559476709
(38, 2),160.876664492
(120, 2),148.458756457
(223, 2),160.664927778
(247, 1),153.324060614
(50, 1),162.905896453
(193, 2),141.333805764
(3, 2),157.287407198
(212, 3),148.652068688
(102, 1),151.155874173
(213, 2),201.112746879
(55, 2),156.277350917
(79, 1),149.544410482
(248, 3),134.230372222
(249, 2),147.190472734
(91, 2),182.044492641
(115, 1),151.162852837
(202, 3),151.768677184
(289, 1),135.711958066
(44, 3),146.154790984
(45, 2),163.751132051
(254, 3),147.933507954
(80, 3),152.602005996
(144, 1),153.738054773
(93, 2),173.871796619
(196, 1),147.554878088
(283, 3),154.445174703
(237, 1),157.622692771
(232, 1),145.995910243
(272, 2),149.599866149
(273, 3),143.929571506
(5, 1),95.3371710788
(64, 1),144.299407635
(167, 3),150.642914662
(278, 2),143.595017768
(41, 1),142.925651337
(116, 1),148.714990352
(203, 3),145.25047036
(290, 1),127.886262355
(93, 1),149.540418006
(267, 1),159.632822977
(255, 3),146.378688463
(192, 2),137.584654868
(295, 2),214.751991682
(193, 3),158.67734163
(244, 2),173.684263572
(284, 3),131.516353419
(245, 3),144.8315722
(198, 2),141.304110056
(285, 2),94.3739509714
(210, 1),149.465584125
(234, 2),143.669265701
(76, 2),154.303235274
(187, 1),161.433942184
(274, 3),151.626029093
(77, 3),151.221826063
(6, 1),154.772289194
(215, 2),154.242801286
(239, 1),139.494682622
(42, 1),138.853168615
(66, 2),151.843968572
(251, 2),146.16058801
(19, 1),64.9265262012
(204, 3),153.709570479
(94, 1),148.035178622
(118, 2),140.664189634
(268, 1),144.279794692
(47, 2),152.292757641
(71, 1),145.79818623
(240, 3),143.486554251
(304, 1),134.837040495
(83, 2),158.592307381
(107, 1),141.149598148
(194, 3),142.702917255
(281, 1),148.095199236
(36, 3),149.646253458
(132, 2),148.461733302
(37, 2),147.700468049
(246, 3),145.58447531
(72, 3),154.565208124
(284, 2),163.876023171
(292, 1),124.929513931
(188, 1),146.652427749
(275, 3),142.145654152
(78, 3),158.248837233
(224, 1),149.366822421
(201, 1),144.230470476
(265, 3),148.519535029
(20, 1),130.496620255
(253, 1),156.659521525
(56, 1),161.140231929
(270, 2),149.503427122
(105, 1),152.636238986
(108, 1),144.136830021
(195, 3),142.979785756
(282, 1),118.284383535
(306, 2),34.4104686073
(259, 1),139.436749029
(247, 3),139.919633968
(184, 2),141.973040866
(287, 2),139.259105917
(185, 3),179.653051463
(236, 2),167.79042197
(276, 3),153.470788591
(237, 3),163.868371771
(79, 3),161.007547412
(190, 2),154.167274929
(277, 2),154.194131394
(16, 2),163.700881549
(143, 1),133.373397825
(17, 3),186.528202303
(115, 3),150.249952037
(202, 1),138.151051461
(226, 2),141.151782276
(68, 2),160.369807273
(155, 2),152.752888966
(266, 3),152.512387609
(69, 3),165.013677994
(254, 1),149.74934091
(22, 2),141.978283467
(104, 2),142.392213761
(207, 2),144.506618042
(231, 1),153.832071986
(144, 3),157.123132683
(105, 3),150.077344067
(58, 2),146.505240294
(243, 2),142.38203255
(11, 1),99.8868819099
(196, 3),145.183167272
(197, 2),142.336254697
(39, 2),160.349416143
(63, 1),147.32953189
(232, 3),146.512506534
(268, 2),144.660670527
(233, 2),153.606338945
(276, 1),147.088547776
(186, 3),146.504360736
(273, 1),139.057120727
(238, 3),143.150478673
(64, 3),171.838464543
(65, 2),153.390230858
(18, 3),146.789202831
(116, 3),158.580382511
(117, 2),157.950662888
(267, 3),144.332849346
(70, 3),163.517340894
(216, 1),150.841176685
(106, 3),143.717005287
(256, 2),139.982129263
(257, 3),152.729200031
(12, 1),109.099196931
(245, 1),152.172563147
(304, 2),180.059506074
(48, 1),149.174006281
(262, 2),142.800997958
(187, 3),144.922638268
(274, 1),146.143837861
(298, 2),140.447940287
(77, 1),150.306212147
(141, 3),168.48081476
(239, 3),147.055635471
(279, 2),146.424141724
(303, 1),167.673421975
(19, 3),158.485843594
(130, 2),152.69251243
(228, 2),147.564817343
(268, 3),144.376883296
(229, 3),141.782779029
(71, 3),158.286438205
(182, 2),170.668540442
(269, 2),161.357714168
(8, 2),166.16539732
(304, 3),137.359885764
(9, 3),146.182117568
(107, 3),156.722616649
(194, 1),140.356847669
(218, 2),141.142561292
(305, 2),125.770615329
(60, 2),153.909969411
(258, 3),153.133373886
(246, 1),150.8895721
(14, 2),163.157775573
(96, 2),162.519173561
(199, 2),144.541703269
(223, 1),148.947275886
(50, 2),151.005695386
(260, 1),152.286053993
(235, 2),163.240198583
(3, 1),160.237479592
(188, 3),143.354911547
(300, 1),259.296544075
(78, 1),145.40697571
(102, 2),150.289758961
(189, 2),148.89735297
(55, 1),152.721773315
(142, 3),152.345318254
(224, 3),145.264061369
(288, 1),118.750455295
(67, 2),162.127148126
(91, 1),154.291363959
(265, 1),167.411329506
(20, 3),150.535833539
(21, 2),142.28120159
(119, 2),157.092149391
(230, 3),142.683472582
(56, 3),155.193106491
(57, 2),146.000450003
(10, 3),158.721543317
(108, 3),147.091534433
(81, 2),161.821599767
(259, 3),144.494115124
(288, 2),123.297520658
(208, 1),152.629398195
(185, 1),148.291413221
(4, 1),63.4138299368
(300, 2),148.038737715
(301, 3),-52.9567785989
(40, 1),151.512043831
(143, 3),146.966406963
(17, 1),126.31184006
(92, 1),144.719249829
(266, 1),139.221478034
(290, 2),175.565731529
(69, 1),147.163914772
(231, 3),149.601880216
(168, 2),148.602600384
(271, 2),138.571099635
(295, 1),211.55543366
(11, 3),148.166093197
(220, 2),143.49112905
(307, 2),173.422063034
(260, 3),146.844083353
(221, 3),139.885626099
(63, 3),146.742253039
(261, 2),142.858206052
(1, 3),62.4545447349
(186, 1),141.530672529
(210, 2),142.326626551
(297, 2),197.425638188
(52, 2),148.893080302
(53, 3),166.958211529
(238, 1),140.975785347
(6, 2),151.097814891
(191, 2),160.08988527
(215, 1),137.953492215
(302, 3),196.249420542
(128, 3),156.884367492
(89, 3),157.834795585
(18, 1),113.6371091
(42, 2),146.844452895
(129, 2),152.706321679
(227, 2),144.46213433
(251, 1),152.192300555
(180, 3),139.965957222
(70, 1),150.104484598
(94, 2),147.528856007
(23, 2),144.820599064
(47, 1),151.252335613
(216, 3),142.137105209
(106, 1),129.545726012
(280, 1),150.633885539
(59, 2),141.77926832
(83, 1),149.980308106
(257, 1),137.083239958
(12, 3),144.167262248
(128, 1),146.205416225
(13, 2),143.304844405
(222, 3),145.978400223
(48, 3),150.8259917
(209, 1),143.387456819
(217, 2),148.319379468
(54, 3),147.018254134
(141, 1),150.035756366
(200, 1),145.779703316
(303, 3),155.260273642
(90, 3),196.161692589
(252, 1),144.544818469
(229, 1),142.77602362
(293, 3),135.136664979
(9, 1),77.6667995121
(180, 1),142.700207178
(84, 1),165.236555969
(258, 1),147.479474203
(282, 2),129.922835569
(120, 1),141.822578628
(223, 3),152.023241301
(263, 2),157.484724847
(287, 1),166.33408049
(3, 3),99.8949849657
(212, 2),145.890292091
(299, 2),188.724271752
(213, 3),146.817760977
(55, 3),196.119447149
(142, 1),142.988805455
(248, 2),141.734622374
(288, 3),167.723036417
(249, 3),150.583405521
(91, 3),147.501703085
(202, 2),144.42472566
(289, 2),137.914732221
(44, 2),146.000194659
(131, 2),140.872170658
(155, 1),159.529536716
(45, 3),149.892606311
(230, 1),147.1963346
(254, 2),153.749943183
(80, 2),153.308280669
(183, 2),148.014731469
(207, 1),176.665624622
(294, 3),129.615503214
(81, 3),144.049289577
(10, 1),171.891673519
(219, 2),154.858058915
(243, 1),142.61841198
(15, 2),156.415703761
(39, 1),154.437666969
(208, 3),168.703426461
(193, 1),142.795825278
(272, 1),161.742687241
(201, 2),157.930971306
(51, 2),152.370392615
(4, 3),16.0569642785
(5, 2),162.127015884
(103, 2),147.276959136
(214, 3),165.077059482
(301, 1),38.8416839116
(40, 3),140.301573457
(41, 2),154.834524177
(250, 3),145.800422296
(92, 3),144.36465771
(156, 1),148.620168194
(46, 3),151.541726647
(192, 1),158.197208674
(295, 3),217.870947291
(82, 3),144.389023072
(156, 2),148.29089043
(244, 1),142.967782272
(221, 1),143.884902156
(285, 3),197.961790273
(1, 1),-1
(76, 1),155.321982124
(274, 2),146.179294538
(53, 1),146.460507687
(215, 3),140.996776807
(302, 1),134.57212534
(89, 1),166.503797704
(279, 1),152.756695715
(251, 3),140.927596885
(204, 2),148.239386566
(291, 2),156.402605554
(205, 3),146.236588918
(47, 3),150.774511498
(240, 2),144.768015419
(280, 3),156.887165472
(241, 3),144.813552481
(83, 3),141.840776063
(194, 2),147.511223374
(281, 2),149.545448296
(36, 2),151.880042252
(37, 3),152.081369629
(222, 1),141.321849735
(246, 2),145.764492905
(72, 2),154.583339374
(199, 1),151.824458807
(286, 3),171.889792164
(211, 2),144.830517759
(235, 1),149.173228099
(54, 1),152.859146569
(78, 2),136.17028365
(7, 2),20.1576451289
(200, 3),141.443956628
(90, 1),146.222158382
(264, 1),140.88058196
(43, 2),156.551534112
(67, 1),154.92994707
(154, 3),151.844512908
(252, 3),144.273568465
(253, 2),142.628651548
(95, 2),146.403075008
(119, 1),157.299880905
(206, 3),144.83965236
(293, 1),192.768312809
(242, 3),152.76476433
(84, 3),148.437862395
(38, 3),142.407631585
(120, 3),164.269793622
(292, 2),162.944042072
(184, 1),141.167583176
(287, 3),162.960938896
(236, 1),142.000750082
(276, 2),150.665026196
(277, 3),146.065015802
(16, 1),160.337285429
(249, 1),141.747839064
(68, 1),157.291565024
(155, 3),156.327185379
(266, 2),143.743292418
(45, 1),160.944677597
(104, 1),160.419681213
(207, 3),141.938286768
(294, 1),204.701929256
(144, 2),179.900565687
(271, 1),139.318382732
(243, 3),148.439668984
(196, 2),140.710572538
(283, 2),143.411872659
(307, 1),-83.7708534121
(197, 3),155.747480893
(39, 3),154.512088673
(232, 2),146.859679241
(272, 3),144.861596257
(233, 3),138.042784293
(186, 2),141.49548201
(273, 2),148.880848352
(214, 1),145.873327513
(238, 2),146.118750034
(64, 2),141.818790239
(167, 2),156.92605893
(191, 1),146.275271764
(278, 3),141.780316623
(65, 3),155.682768114
(250, 1),151.227191218
(18, 2),157.03011303
(116, 2),146.998079363
(203, 2),150.403298456
(227, 1),147.343458978
(156, 3),173.675269945
(117, 3),162.151199773
(46, 1),150.208812035
(70, 2),154.827586506
(255, 2),142.260765992
(23, 1),86.789336866
(192, 3),137.676292066
(82, 1),143.05046603
(106, 2),160.095535566
(256, 1),146.793039641
(59, 1),142.628381347
(244, 3),143.00852108
(69, 2),148.224168251
(245, 2),153.986238189
(198, 3),155.436376302
(285, 1),136.016097446
(213, 1),154.758506641
(284, 1),138.564722928
(234, 3),154.683359027
(76, 3),155.402280207
(77, 2),144.833125949
(279, 3),145.611161189
(66, 3),160.040472725
(225, 2),146.457626927
(228, 1),157.60164375
(118, 3),168.500797199
(205, 1),145.136509438
(269, 3),145.525623482
(8, 1),61.4794773899
(241, 1),145.206371234
(105, 2),151.992426519
(305, 3),-61.7887006016
(60, 1),149.11088088
(258, 2),144.071223331
(37, 1),168.182751552
(96, 1),152.567648149
(199, 3),149.878441922
(286, 1),149.527282845
(263, 1),147.216135666
(235, 3),148.744079984
(188, 2),172.780496568
(275, 2),141.617481876
(299, 1),76.6298043601
(189, 3),148.271432425
(142, 2),149.675531731
(224, 2),147.812233456
(264, 3),141.851924817
(225, 3),153.415878808
(67, 3),152.92446569
(154, 1),153.990362006
(265, 2),150.725821344
(20, 2),181.28599005
(131, 1),152.048690066
(21, 3),150.438794077
(119, 3),158.214866998
(206, 1),143.64521554
(230, 2),153.42825292
(56, 2),145.828401542
(183, 1),146.047949561
(270, 3),155.133065978
(57, 3),171.09937192
(242, 1),140.551249262
(10, 2),62.0386598378
(108, 2),153.051124943
(195, 2),137.204797095
(219, 1),148.654707242
(306, 3),-10.9869030002
(38, 1),153.28072878
(247, 2),147.085825804
(15, 1),113.973262176
(184, 3),163.100336577
(260, 2),149.016744708
(185, 2),147.451047048
(205, 2),179.275536044
(51, 1),147.864443409
(236, 3),156.959297053
(237, 2),146.671512048
(79, 2),148.024943809
(103, 1),142.039877386
(190, 3),147.017028197
(277, 1),145.054171945
(16, 3),157.493667825
(17, 2),148.907181179
(115, 2),150.599258767
(226, 3),150.915872389
(68, 3),157.841426414
(132, 1),152.464903757
(22, 3),158.698834003
(104, 3),148.065172478
(168, 1),157.409380532
(271, 3),159.148992639
(58, 3),162.183510767
(81, 1),153.613298684
(220, 1),147.298170908
(307, 3),140.015739226
(197, 1),156.945553791
(261, 3),155.980163057
(241, 2),147.239921284
(233, 1),139.242708829
(297, 3),136.599902156
(52, 1),143.400724372
(191, 3),145.491735151
(278, 1),161.41850124
(302, 2),145.442094695
(128, 2),147.561450321
(129, 3),156.185279116
(227, 3),151.549269467
(180, 2),166.532597335
(267, 2),145.159716582
(291, 1),207.52517963
(23, 3),152.51444515
(216, 2),137.843142929
(256, 3),141.314962545
(217, 3),139.906041011
(59, 3),155.305381497
(257, 2),140.605277225
(12, 2),151.974797685
(13, 3),168.588280734
(198, 1),142.530616484
(222, 2),153.781003176
(48, 2),158.187717384
(262, 3),148.438197865
(234, 1),150.935716238
(187, 2),141.433610811
(211, 1),140.898388168
(298, 3),153.419000911
(54, 2),151.74416927
(141, 2),142.219879104
(239, 2),140.907177318
(7, 1),130.348955809
(66, 1),148.09358528
(90, 2),154.22473909
(19, 2),152.343320863
(43, 1),150.655290235
(130, 3),160.136620917
(228, 3),147.898853103
(118, 1),143.081258948
(229, 2),147.346942828
(71, 2),151.670237289
(95, 1),148.277955561
(182, 3),141.258343384
(269, 1),146.236231474
(8, 3),84.6090751886
(9, 2),157.969692407
(107, 2),146.983008631
(218, 3),152.224286076
(305, 1),183.686731024
(60, 3),155.204340918
(65, 1),156.419074934
(14, 3),136.341840193
(96, 3),154.73902943
(280, 2),138.980817256
(263, 3),153.038239724
(50, 3),153.384972631
(212, 1),144.816979116
(299, 3),123.521813284
(102, 3),151.712778079
(189, 1),148.58304783
(248, 1),147.546354734
(225, 1),156.768998216
(289, 3),163.50318584
(44, 1),145.68372422
(131, 3),151.9663869
(21, 1),127.905915073
(80, 1),147.965778995
(183, 3),148.703636203
(270, 1),142.421815583
(294, 2),126.354691883
(57, 1),144.23204984
(117, 1),144.219699493
(219, 3),146.972777791
(306, 1),194.994974058
(259, 2),162.016565622
(283, 1),197.87762309
(15, 3),155.825090031
(208, 2),153.420086008
(209, 3),145.961770229
(51, 3),147.356970981
(4, 2),181.69174624
(300, 3),246.255403759
(5, 3),59.1252874468
(103, 3),157.254708999
(190, 1),146.356200046
(214, 2),147.080205153
(301, 2),179.919598864
(40, 2),154.065442564
(143, 2),161.278153766
(167, 1),151.47675846
(41, 3),144.813383698
(226, 1),140.907946335
(250, 2),151.433437643
(92, 2),146.091806929
(203, 1),142.606023064
(290, 3),171.323783619
(132, 3),159.170993733
(93, 3),141.670721096
(22, 1),153.60898906
(46, 2),168.256486094
(231, 2),154.096521282
(255, 1),142.254001324
(168, 3),154.338546633
(58, 1),178.280173726
(82, 2),165.708552726
(11, 2),153.954354545
(220, 3),145.464356379
(221, 2),147.658785885
(63, 2),163.529701501
(261, 1),142.479575718
(264, 2),149.706381539
(1, 2),165.126876437
(209, 2),148.020494034
(210, 3),168.67911997
(297, 1),124.341734389
(52, 3),159.438600516
(53, 2),149.835233713
(6, 3),149.452350848
(89, 2),163.737125625
(42, 3),152.77071206
(129, 1),142.794486366
(204, 1),147.292952126
(291, 3),128.837295157
(94, 3),147.710893165
(240, 1),174.939418028
(217, 1),141.409054993
(281, 3),150.461811926
(36, 1),149.073729592
(13, 1),81.4419171261
(72, 1),167.246330755
(262, 1),143.411971066
(286, 2),130.300703576
(211, 3),155.476491451
(298, 1),252.217401879
(275, 1),151.981708046
