(7, 3),294.481897689
(200, 2),283.188518545
(303, 2),274.364371567
(201, 3),319.137251921
(43, 3),244.579125369
(130, 1),320.953347202
(154, 2),258.651135622
(252, 2),302.470262923
(292, 3),303.622895479
(253, 3),290.020374905
(95, 3),292.922760924
(182, 1),130.673081868
(206, 2),292.013717503
(293, 2),308.777993722
(218, 1),282.334141404
(242, 2),290.109345602
(84, 2),247.193089034
(195, 1),325.630728413
(282, 3),353.677798171
(14, 1),313.794895533
(38, 2),204.821797603
(120, 2),315.42416957
(223, 2),303.768262166
(247, 1),300.296995943
(50, 1),298.971771061
(256, 1),291.010622929
(3, 2),25.0244889746
(212, 3),326.862282675
(102, 1),206.570233205
(213, 2),286.458285104
(55, 2),198.776720531
(79, 1),161.778073198
(248, 3),294.946637567
(249, 2),302.579173771
(91, 2),315.180338376
(115, 1),308.596405881
(202, 3),337.326551041
(289, 1),287.164716767
(44, 3),266.082650635
(45, 2),322.764291067
(254, 3),293.889277006
(80, 3),242.641738552
(81, 2),311.942882801
(156, 1),217.800003511
(196, 1),293.130746694
(283, 3),250.965607584
(237, 1),316.03369286
(232, 1),337.326817359
(209, 1),292.45080594
(273, 3),315.087024348
(5, 1),-1
(64, 1),180.867728887
(167, 3),220.101198931
(278, 2),336.683352147
(41, 1),108.429155541
(116, 1),217.82326383
(203, 3),284.099493539
(290, 1),284.213700658
(156, 2),325.859027005
(267, 1),312.125864954
(255, 3),292.89412299
(192, 2),318.850783232
(295, 2),283.416915685
(193, 3),302.9281355
(244, 2),288.376054185
(284, 3),288.942335125
(245, 3),299.111791228
(198, 2),314.99406169
(285, 2),304.174907563
(210, 1),317.605376407
(234, 2),292.901844282
(76, 2),204.875586032
(187, 1),292.809725536
(274, 3),297.246489819
(77, 3),332.457323057
(6, 1),294.484083649
(215, 2),308.095530481
(239, 1),286.245139305
(42, 1),157.920320432
(66, 2),152.686296871
(251, 2),292.999000178
(19, 1),325.077778776
(204, 3),287.195732924
(94, 1),143.780082045
(118, 2),199.457057284
(268, 1),291.268113928
(47, 2),192.916448347
(71, 1),187.936196139
(240, 3),293.993151405
(304, 1),305.97339932
